model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
claude-sonnet-4,3,10,location,Where is Luna?,office,[ERROR],False,361.0
claude-sonnet-4,3,10,mood,How does Luna feel?,calm,[ERROR],False,361.0
claude-sonnet-4,3,10,holding,What is Luna holding?,hat,[ERROR],False,361.0
claude-sonnet-4,3,10,location,Where is Tyler?,bathroom,[ERROR],False,361.0
claude-sonnet-4,3,10,mood,How does Tyler feel?,sad,[ERROR],False,361.0
claude-sonnet-4,3,10,holding,What is Tyler holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,3,10,location,Where is Peter?,bathroom,[ERROR],False,361.0
claude-sonnet-4,3,10,mood,How does Peter feel?,calm,[ERROR],False,361.0
claude-sonnet-4,3,10,holding,What is Peter holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,3,10,location,Where is Luna?,garden,[ERROR],False,364.0
claude-sonnet-4,3,10,mood,How does Luna feel?,confident,[ERROR],False,364.0
claude-sonnet-4,3,10,holding,What is Luna holding?,coin,[ERROR],False,364.0
claude-sonnet-4,3,10,location,Where is Ivy?,bathroom,[ERROR],False,364.0
claude-sonnet-4,3,10,mood,How does Ivy feel?,confident,[ERROR],False,364.0
claude-sonnet-4,3,10,holding,What is Ivy holding?,nothing,[ERROR],False,364.0
claude-sonnet-4,3,10,location,Where is Oscar?,office,[ERROR],False,364.0
claude-sonnet-4,3,10,mood,How does Oscar feel?,nervous,[ERROR],False,364.0
claude-sonnet-4,3,10,holding,What is Oscar holding?,nothing,[ERROR],False,364.0
claude-sonnet-4,3,10,location,Where is Oscar?,kitchen,[ERROR],False,353.0
claude-sonnet-4,3,10,mood,How does Oscar feel?,sad,[ERROR],False,353.0
claude-sonnet-4,3,10,holding,What is Oscar holding?,book,[ERROR],False,353.0
claude-sonnet-4,3,10,location,Where is Tyler?,garden,[ERROR],False,353.0
claude-sonnet-4,3,10,mood,How does Tyler feel?,sad,[ERROR],False,353.0
claude-sonnet-4,3,10,holding,What is Tyler holding?,bag,[ERROR],False,353.0
claude-sonnet-4,3,10,location,Where is Frank?,basement,[ERROR],False,353.0
claude-sonnet-4,3,10,mood,How does Frank feel?,nervous,[ERROR],False,353.0
claude-sonnet-4,3,10,holding,What is Frank holding?,book,[ERROR],False,353.0
claude-sonnet-4,3,20,location,Where is Olivia?,basement,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Olivia feel?,sad,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Olivia holding?,bag,[ERROR],False,606.0
claude-sonnet-4,3,20,location,Where is Xavier?,library,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Xavier feel?,confident,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Xavier holding?,hat,[ERROR],False,606.0
claude-sonnet-4,3,20,location,Where is Zack?,kitchen,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Zack feel?,nervous,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Zack holding?,phone,[ERROR],False,606.0
claude-sonnet-4,3,20,location,Where is Sam?,kitchen,[ERROR],False,611.0
claude-sonnet-4,3,20,mood,How does Sam feel?,excited,[ERROR],False,611.0
claude-sonnet-4,3,20,holding,What is Sam holding?,hat,[ERROR],False,611.0
claude-sonnet-4,3,20,location,Where is Oscar?,library,[ERROR],False,611.0
claude-sonnet-4,3,20,mood,How does Oscar feel?,curious,[ERROR],False,611.0
claude-sonnet-4,3,20,holding,What is Oscar holding?,umbrella,[ERROR],False,611.0
claude-sonnet-4,3,20,location,Where is Henry?,basement,[ERROR],False,611.0
claude-sonnet-4,3,20,mood,How does Henry feel?,sad,[ERROR],False,611.0
claude-sonnet-4,3,20,holding,What is Henry holding?,nothing,[ERROR],False,611.0
claude-sonnet-4,3,20,location,Where is Quinn?,kitchen,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Quinn feel?,nervous,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Quinn holding?,nothing,[ERROR],False,606.0
claude-sonnet-4,3,20,location,Where is Carol?,kitchen,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Carol feel?,curious,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Carol holding?,apple,[ERROR],False,606.0
claude-sonnet-4,3,20,location,Where is Alice?,bathroom,[ERROR],False,606.0
claude-sonnet-4,3,20,mood,How does Alice feel?,curious,[ERROR],False,606.0
claude-sonnet-4,3,20,holding,What is Alice holding?,nothing,[ERROR],False,606.0
claude-sonnet-4,4,5,location,Where is Max?,basement,[ERROR],False,286.0
claude-sonnet-4,4,5,mood,How does Max feel?,calm,[ERROR],False,286.0
claude-sonnet-4,4,5,holding,What is Max holding?,nothing,[ERROR],False,286.0
claude-sonnet-4,4,5,location,Where is Victor?,hallway,[ERROR],False,286.0
claude-sonnet-4,4,5,mood,How does Victor feel?,curious,[ERROR],False,286.0
claude-sonnet-4,4,5,holding,What is Victor holding?,nothing,[ERROR],False,286.0
claude-sonnet-4,4,5,location,Where is Noah?,office,[ERROR],False,286.0
claude-sonnet-4,4,5,mood,How does Noah feel?,confident,[ERROR],False,286.0
claude-sonnet-4,4,5,holding,What is Noah holding?,nothing,[ERROR],False,286.0
claude-sonnet-4,4,5,location,Where is Emma?,basement,[ERROR],False,286.0
claude-sonnet-4,4,5,mood,How does Emma feel?,happy,[ERROR],False,286.0
claude-sonnet-4,4,5,holding,What is Emma holding?,nothing,[ERROR],False,286.0
claude-sonnet-4,4,5,location,Where is Jack?,bathroom,[ERROR],False,288.0
claude-sonnet-4,4,5,mood,How does Jack feel?,happy,[ERROR],False,288.0
claude-sonnet-4,4,5,holding,What is Jack holding?,apple,[ERROR],False,288.0
claude-sonnet-4,4,5,location,Where is Mia?,bathroom,[ERROR],False,288.0
claude-sonnet-4,4,5,mood,How does Mia feel?,curious,[ERROR],False,288.0
claude-sonnet-4,4,5,holding,What is Mia holding?,nothing,[ERROR],False,288.0
claude-sonnet-4,4,5,location,Where is Kate?,hallway,[ERROR],False,288.0
claude-sonnet-4,4,5,mood,How does Kate feel?,calm,[ERROR],False,288.0
claude-sonnet-4,4,5,holding,What is Kate holding?,umbrella,[ERROR],False,288.0
claude-sonnet-4,4,5,location,Where is Luna?,bathroom,[ERROR],False,288.0
claude-sonnet-4,4,5,mood,How does Luna feel?,tired,[ERROR],False,288.0
claude-sonnet-4,4,5,holding,What is Luna holding?,nothing,[ERROR],False,288.0
claude-sonnet-4,4,5,location,Where is Zack?,library,[ERROR],False,281.0
claude-sonnet-4,4,5,mood,How does Zack feel?,sad,[ERROR],False,281.0
claude-sonnet-4,4,5,holding,What is Zack holding?,nothing,[ERROR],False,281.0
claude-sonnet-4,4,5,location,Where is Ruby?,kitchen,[ERROR],False,281.0
claude-sonnet-4,4,5,mood,How does Ruby feel?,nervous,[ERROR],False,281.0
claude-sonnet-4,4,5,holding,What is Ruby holding?,nothing,[ERROR],False,281.0
claude-sonnet-4,4,5,location,Where is Mia?,basement,[ERROR],False,281.0
claude-sonnet-4,4,5,mood,How does Mia feel?,nervous,[ERROR],False,281.0
claude-sonnet-4,4,5,holding,What is Mia holding?,nothing,[ERROR],False,281.0
claude-sonnet-4,4,5,location,Where is Alice?,library,[ERROR],False,281.0
claude-sonnet-4,4,5,mood,How does Alice feel?,calm,[ERROR],False,281.0
claude-sonnet-4,4,5,holding,What is Alice holding?,nothing,[ERROR],False,281.0
claude-sonnet-4,4,10,location,Where is Olivia?,bathroom,[ERROR],False,403.0
claude-sonnet-4,4,10,mood,How does Olivia feel?,nervous,[ERROR],False,403.0
claude-sonnet-4,4,10,holding,What is Olivia holding?,nothing,[ERROR],False,403.0
claude-sonnet-4,4,10,location,Where is Xavier?,library,[ERROR],False,403.0
claude-sonnet-4,4,10,mood,How does Xavier feel?,calm,[ERROR],False,403.0
claude-sonnet-4,4,10,holding,What is Xavier holding?,nothing,[ERROR],False,403.0
claude-sonnet-4,4,10,location,Where is Zack?,library,[ERROR],False,403.0
claude-sonnet-4,4,10,mood,How does Zack feel?,tired,[ERROR],False,403.0
claude-sonnet-4,4,10,holding,What is Zack holding?,ball,[ERROR],False,403.0
claude-sonnet-4,4,10,location,Where is Tyler?,garden,[ERROR],False,403.0
claude-sonnet-4,4,10,mood,How does Tyler feel?,nervous,[ERROR],False,403.0
claude-sonnet-4,4,10,holding,What is Tyler holding?,nothing,[ERROR],False,403.0
claude-sonnet-4,4,10,location,Where is Sam?,bedroom,[ERROR],False,373.0
claude-sonnet-4,4,10,mood,How does Sam feel?,nervous,[ERROR],False,373.0
claude-sonnet-4,4,10,holding,What is Sam holding?,nothing,[ERROR],False,373.0
claude-sonnet-4,4,10,location,Where is Oscar?,library,[ERROR],False,373.0
claude-sonnet-4,4,10,mood,How does Oscar feel?,sad,[ERROR],False,373.0
claude-sonnet-4,4,10,holding,What is Oscar holding?,nothing,[ERROR],False,373.0
claude-sonnet-4,4,10,location,Where is Henry?,basement,[ERROR],False,373.0
claude-sonnet-4,4,10,mood,How does Henry feel?,calm,[ERROR],False,373.0
claude-sonnet-4,4,10,holding,What is Henry holding?,nothing,[ERROR],False,373.0
claude-sonnet-4,4,10,location,Where is David?,library,[ERROR],False,373.0
claude-sonnet-4,4,10,mood,How does David feel?,nervous,[ERROR],False,373.0
claude-sonnet-4,4,10,holding,What is David holding?,nothing,[ERROR],False,373.0
claude-sonnet-4,4,10,location,Where is Quinn?,basement,[ERROR],False,411.0
claude-sonnet-4,4,10,mood,How does Quinn feel?,curious,[ERROR],False,411.0
claude-sonnet-4,4,10,holding,What is Quinn holding?,nothing,[ERROR],False,411.0
claude-sonnet-4,4,10,location,Where is Carol?,garden,[ERROR],False,411.0
claude-sonnet-4,4,10,mood,How does Carol feel?,nervous,[ERROR],False,411.0
claude-sonnet-4,4,10,holding,What is Carol holding?,nothing,[ERROR],False,411.0
claude-sonnet-4,4,10,location,Where is Alice?,kitchen,[ERROR],False,411.0
claude-sonnet-4,4,10,mood,How does Alice feel?,excited,[ERROR],False,411.0
claude-sonnet-4,4,10,holding,What is Alice holding?,nothing,[ERROR],False,411.0
claude-sonnet-4,4,10,location,Where is Yara?,kitchen,[ERROR],False,411.0
claude-sonnet-4,4,10,mood,How does Yara feel?,tired,[ERROR],False,411.0
claude-sonnet-4,4,10,holding,What is Yara holding?,nothing,[ERROR],False,411.0
claude-sonnet-4,4,20,location,Where is Liam?,bedroom,[ERROR],False,625.0
claude-sonnet-4,4,20,mood,How does Liam feel?,happy,[ERROR],False,625.0
claude-sonnet-4,4,20,holding,What is Liam holding?,book,[ERROR],False,625.0
claude-sonnet-4,4,20,location,Where is Rachel?,kitchen,[ERROR],False,625.0
claude-sonnet-4,4,20,mood,How does Rachel feel?,excited,[ERROR],False,625.0
claude-sonnet-4,4,20,holding,What is Rachel holding?,nothing,[ERROR],False,625.0
claude-sonnet-4,4,20,location,Where is Kate?,bathroom,[ERROR],False,625.0
claude-sonnet-4,4,20,mood,How does Kate feel?,nervous,[ERROR],False,625.0
claude-sonnet-4,4,20,holding,What is Kate holding?,book,[ERROR],False,625.0
claude-sonnet-4,4,20,location,Where is Uma?,bathroom,[ERROR],False,625.0
claude-sonnet-4,4,20,mood,How does Uma feel?,calm,[ERROR],False,625.0
claude-sonnet-4,4,20,holding,What is Uma holding?,nothing,[ERROR],False,625.0
claude-sonnet-4,4,20,location,Where is Victor?,bedroom,[ERROR],False,639.0
claude-sonnet-4,4,20,mood,How does Victor feel?,calm,[ERROR],False,639.0
claude-sonnet-4,4,20,holding,What is Victor holding?,nothing,[ERROR],False,639.0
claude-sonnet-4,4,20,location,Where is Liam?,hallway,[ERROR],False,639.0
claude-sonnet-4,4,20,mood,How does Liam feel?,tired,[ERROR],False,639.0
claude-sonnet-4,4,20,holding,What is Liam holding?,ball,[ERROR],False,639.0
claude-sonnet-4,4,20,location,Where is Alice?,garden,[ERROR],False,639.0
claude-sonnet-4,4,20,mood,How does Alice feel?,happy,[ERROR],False,639.0
claude-sonnet-4,4,20,holding,What is Alice holding?,bag,[ERROR],False,639.0
claude-sonnet-4,4,20,location,Where is Ruby?,basement,[ERROR],False,639.0
claude-sonnet-4,4,20,mood,How does Ruby feel?,calm,[ERROR],False,639.0
claude-sonnet-4,4,20,holding,What is Ruby holding?,nothing,[ERROR],False,639.0
claude-sonnet-4,4,20,location,Where is Liam?,hallway,[ERROR],False,624.0
claude-sonnet-4,4,20,mood,How does Liam feel?,happy,[ERROR],False,624.0
claude-sonnet-4,4,20,holding,What is Liam holding?,umbrella,[ERROR],False,624.0
claude-sonnet-4,4,20,location,Where is Henry?,basement,[ERROR],False,624.0
claude-sonnet-4,4,20,mood,How does Henry feel?,tired,[ERROR],False,624.0
claude-sonnet-4,4,20,holding,What is Henry holding?,nothing,[ERROR],False,624.0
claude-sonnet-4,4,20,location,Where is Bob?,garden,[ERROR],False,624.0
claude-sonnet-4,4,20,mood,How does Bob feel?,excited,[ERROR],False,624.0
claude-sonnet-4,4,20,holding,What is Bob holding?,book,[ERROR],False,624.0
claude-sonnet-4,4,20,location,Where is Victor?,library,[ERROR],False,624.0
claude-sonnet-4,4,20,mood,How does Victor feel?,excited,[ERROR],False,624.0
claude-sonnet-4,4,20,holding,What is Victor holding?,key,[ERROR],False,624.0
claude-sonnet-4,5,5,location,Where is Mia?,bathroom,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Mia feel?,excited,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Mia holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Ivy?,library,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Ivy feel?,excited,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Ivy holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Carol?,bathroom,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Carol feel?,tired,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Carol holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Rachel?,garden,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Rachel feel?,happy,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Rachel holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Sophia?,garden,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Sophia feel?,confident,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Sophia holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Uma?,garden,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Uma feel?,happy,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Uma holding?,coin,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Peter?,bedroom,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Peter feel?,calm,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Peter holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Ruby?,office,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Ruby feel?,happy,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Ruby holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Yara?,basement,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Yara feel?,tired,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Yara holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Grace?,bedroom,[ERROR],False,317.0
claude-sonnet-4,5,5,mood,How does Grace feel?,tired,[ERROR],False,317.0
claude-sonnet-4,5,5,holding,What is Grace holding?,nothing,[ERROR],False,317.0
claude-sonnet-4,5,5,location,Where is Peter?,hallway,[ERROR],False,328.0
claude-sonnet-4,5,5,mood,How does Peter feel?,tired,[ERROR],False,328.0
claude-sonnet-4,5,5,holding,What is Peter holding?,nothing,[ERROR],False,328.0
claude-sonnet-4,5,5,location,Where is Kate?,bedroom,[ERROR],False,328.0
claude-sonnet-4,5,5,mood,How does Kate feel?,tired,[ERROR],False,328.0
claude-sonnet-4,5,5,holding,What is Kate holding?,nothing,[ERROR],False,328.0
claude-sonnet-4,5,5,location,Where is Wendy?,kitchen,[ERROR],False,328.0
claude-sonnet-4,5,5,mood,How does Wendy feel?,calm,[ERROR],False,328.0
claude-sonnet-4,5,5,holding,What is Wendy holding?,nothing,[ERROR],False,328.0
claude-sonnet-4,5,5,location,Where is Carol?,library,[ERROR],False,328.0
claude-sonnet-4,5,5,mood,How does Carol feel?,confident,[ERROR],False,328.0
claude-sonnet-4,5,5,holding,What is Carol holding?,book,[ERROR],False,328.0
claude-sonnet-4,5,5,location,Where is Zack?,kitchen,[ERROR],False,328.0
claude-sonnet-4,5,5,mood,How does Zack feel?,confident,[ERROR],False,328.0
claude-sonnet-4,5,5,holding,What is Zack holding?,nothing,[ERROR],False,328.0
claude-sonnet-4,5,10,location,Where is Liam?,kitchen,[ERROR],False,432.0
claude-sonnet-4,5,10,mood,How does Liam feel?,nervous,[ERROR],False,432.0
claude-sonnet-4,5,10,holding,What is Liam holding?,nothing,[ERROR],False,432.0
claude-sonnet-4,5,10,location,Where is Rachel?,library,[ERROR],False,432.0
claude-sonnet-4,5,10,mood,How does Rachel feel?,curious,[ERROR],False,432.0
claude-sonnet-4,5,10,holding,What is Rachel holding?,nothing,[ERROR],False,432.0
claude-sonnet-4,5,10,location,Where is Kate?,library,[ERROR],False,432.0
claude-sonnet-4,5,10,mood,How does Kate feel?,nervous,[ERROR],False,432.0
claude-sonnet-4,5,10,holding,What is Kate holding?,nothing,[ERROR],False,432.0
claude-sonnet-4,5,10,location,Where is Uma?,library,[ERROR],False,432.0
claude-sonnet-4,5,10,mood,How does Uma feel?,curious,[ERROR],False,432.0
claude-sonnet-4,5,10,holding,What is Uma holding?,nothing,[ERROR],False,432.0
claude-sonnet-4,5,10,location,Where is Ivy?,bathroom,[ERROR],False,432.0
claude-sonnet-4,5,10,mood,How does Ivy feel?,curious,[ERROR],False,432.0
claude-sonnet-4,5,10,holding,What is Ivy holding?,nothing,[ERROR],False,432.0
claude-sonnet-4,5,10,location,Where is Victor?,library,[ERROR],False,433.0
claude-sonnet-4,5,10,mood,How does Victor feel?,nervous,[ERROR],False,433.0
claude-sonnet-4,5,10,holding,What is Victor holding?,key,[ERROR],False,433.0
claude-sonnet-4,5,10,location,Where is Liam?,basement,[ERROR],False,433.0
claude-sonnet-4,5,10,mood,How does Liam feel?,nervous,[ERROR],False,433.0
claude-sonnet-4,5,10,holding,What is Liam holding?,nothing,[ERROR],False,433.0
claude-sonnet-4,5,10,location,Where is Alice?,library,[ERROR],False,433.0
claude-sonnet-4,5,10,mood,How does Alice feel?,happy,[ERROR],False,433.0
claude-sonnet-4,5,10,holding,What is Alice holding?,ball,[ERROR],False,433.0
claude-sonnet-4,5,10,location,Where is Ruby?,bathroom,[ERROR],False,433.0
claude-sonnet-4,5,10,mood,How does Ruby feel?,nervous,[ERROR],False,433.0
claude-sonnet-4,5,10,holding,What is Ruby holding?,nothing,[ERROR],False,433.0
claude-sonnet-4,5,10,location,Where is Noah?,garden,[ERROR],False,433.0
claude-sonnet-4,5,10,mood,How does Noah feel?,excited,[ERROR],False,433.0
claude-sonnet-4,5,10,holding,What is Noah holding?,bag,[ERROR],False,433.0
claude-sonnet-4,5,10,location,Where is Liam?,kitchen,[ERROR],False,445.0
claude-sonnet-4,5,10,mood,How does Liam feel?,calm,[ERROR],False,445.0
claude-sonnet-4,5,10,holding,What is Liam holding?,nothing,[ERROR],False,445.0
claude-sonnet-4,5,10,location,Where is Henry?,bathroom,[ERROR],False,445.0
claude-sonnet-4,5,10,mood,How does Henry feel?,sad,[ERROR],False,445.0
claude-sonnet-4,5,10,holding,What is Henry holding?,nothing,[ERROR],False,445.0
claude-sonnet-4,5,10,location,Where is Bob?,bedroom,[ERROR],False,445.0
claude-sonnet-4,5,10,mood,How does Bob feel?,confident,[ERROR],False,445.0
claude-sonnet-4,5,10,holding,What is Bob holding?,nothing,[ERROR],False,445.0
claude-sonnet-4,5,10,location,Where is Victor?,bathroom,[ERROR],False,445.0
claude-sonnet-4,5,10,mood,How does Victor feel?,excited,[ERROR],False,445.0
claude-sonnet-4,5,10,holding,What is Victor holding?,nothing,[ERROR],False,445.0
claude-sonnet-4,5,10,location,Where is Tina?,basement,[ERROR],False,445.0
claude-sonnet-4,5,10,mood,How does Tina feel?,sad,[ERROR],False,445.0
claude-sonnet-4,5,10,holding,What is Tina holding?,nothing,[ERROR],False,445.0
claude-sonnet-4,5,20,location,Where is Uma?,kitchen,[ERROR],False,643.0
claude-sonnet-4,5,20,mood,How does Uma feel?,nervous,[ERROR],False,643.0
claude-sonnet-4,5,20,holding,What is Uma holding?,nothing,[ERROR],False,643.0
claude-sonnet-4,5,20,location,Where is Carol?,kitchen,[ERROR],False,643.0
claude-sonnet-4,5,20,mood,How does Carol feel?,calm,[ERROR],False,643.0
claude-sonnet-4,5,20,holding,What is Carol holding?,coin,[ERROR],False,643.0
claude-sonnet-4,5,20,location,Where is Victor?,kitchen,[ERROR],False,643.0
claude-sonnet-4,5,20,mood,How does Victor feel?,excited,[ERROR],False,643.0
claude-sonnet-4,5,20,holding,What is Victor holding?,bag,[ERROR],False,643.0
claude-sonnet-4,5,20,location,Where is Olivia?,library,[ERROR],False,643.0
claude-sonnet-4,5,20,mood,How does Olivia feel?,tired,[ERROR],False,643.0
claude-sonnet-4,5,20,holding,What is Olivia holding?,nothing,[ERROR],False,643.0
claude-sonnet-4,5,20,location,Where is Luna?,office,[ERROR],False,643.0
claude-sonnet-4,5,20,mood,How does Luna feel?,sad,[ERROR],False,643.0
claude-sonnet-4,5,20,holding,What is Luna holding?,nothing,[ERROR],False,643.0
claude-sonnet-4,5,20,location,Where is Henry?,basement,[ERROR],False,660.0
claude-sonnet-4,5,20,mood,How does Henry feel?,confident,[ERROR],False,660.0
claude-sonnet-4,5,20,holding,What is Henry holding?,nothing,[ERROR],False,660.0
claude-sonnet-4,5,20,location,Where is Uma?,office,[ERROR],False,660.0
claude-sonnet-4,5,20,mood,How does Uma feel?,sad,[ERROR],False,660.0
claude-sonnet-4,5,20,holding,What is Uma holding?,umbrella,[ERROR],False,660.0
claude-sonnet-4,5,20,location,Where is Xavier?,basement,[ERROR],False,660.0
claude-sonnet-4,5,20,mood,How does Xavier feel?,curious,[ERROR],False,660.0
claude-sonnet-4,5,20,holding,What is Xavier holding?,nothing,[ERROR],False,660.0
claude-sonnet-4,5,20,location,Where is Ivy?,bedroom,[ERROR],False,660.0
claude-sonnet-4,5,20,mood,How does Ivy feel?,happy,[ERROR],False,660.0
claude-sonnet-4,5,20,holding,What is Ivy holding?,nothing,[ERROR],False,660.0
claude-sonnet-4,5,20,location,Where is Wendy?,bedroom,[ERROR],False,660.0
claude-sonnet-4,5,20,mood,How does Wendy feel?,sad,[ERROR],False,660.0
claude-sonnet-4,5,20,holding,What is Wendy holding?,nothing,[ERROR],False,660.0
claude-sonnet-4,5,20,location,Where is Bob?,office,[ERROR],False,657.0
claude-sonnet-4,5,20,mood,How does Bob feel?,excited,[ERROR],False,657.0
claude-sonnet-4,5,20,holding,What is Bob holding?,nothing,[ERROR],False,657.0
claude-sonnet-4,5,20,location,Where is Emma?,office,[ERROR],False,657.0
claude-sonnet-4,5,20,mood,How does Emma feel?,calm,[ERROR],False,657.0
claude-sonnet-4,5,20,holding,What is Emma holding?,nothing,[ERROR],False,657.0
claude-sonnet-4,5,20,location,Where is Tina?,bathroom,[ERROR],False,657.0
claude-sonnet-4,5,20,mood,How does Tina feel?,happy,[ERROR],False,657.0
claude-sonnet-4,5,20,holding,What is Tina holding?,nothing,[ERROR],False,657.0
claude-sonnet-4,5,20,location,Where is Ruby?,hallway,[ERROR],False,657.0
claude-sonnet-4,5,20,mood,How does Ruby feel?,sad,[ERROR],False,657.0
claude-sonnet-4,5,20,holding,What is Ruby holding?,coin,[ERROR],False,657.0
claude-sonnet-4,5,20,location,Where is Frank?,hallway,[ERROR],False,657.0
claude-sonnet-4,5,20,mood,How does Frank feel?,nervous,[ERROR],False,657.0
claude-sonnet-4,5,20,holding,What is Frank holding?,book,[ERROR],False,657.0
claude-sonnet-4,6,5,location,Where is Quinn?,garden,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Quinn feel?,nervous,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Quinn holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Carol?,kitchen,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Carol feel?,curious,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Carol holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Yara?,library,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Yara feel?,sad,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Yara holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Mia?,kitchen,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Mia feel?,nervous,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Mia holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Wendy?,library,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Wendy feel?,nervous,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Wendy holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Olivia?,kitchen,[ERROR],False,361.0
claude-sonnet-4,6,5,mood,How does Olivia feel?,nervous,[ERROR],False,361.0
claude-sonnet-4,6,5,holding,What is Olivia holding?,nothing,[ERROR],False,361.0
claude-sonnet-4,6,5,location,Where is Sam?,garden,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Sam feel?,nervous,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Sam holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Ruby?,library,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Ruby feel?,excited,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Ruby holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Emma?,hallway,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Emma feel?,excited,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Emma holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Noah?,hallway,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Noah feel?,nervous,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Noah holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Xavier?,hallway,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Xavier feel?,sad,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Xavier holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Grace?,basement,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Grace feel?,sad,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Grace holding?,hat,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Jack?,garden,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Jack feel?,happy,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Jack holding?,nothing,[ERROR],False,365.0
claude-sonnet-4,6,5,location,Where is Frank?,bathroom,[ERROR],False,365.0
claude-sonnet-4,6,5,mood,How does Frank feel?,calm,[ERROR],False,365.0
claude-sonnet-4,6,5,holding,What is Frank holding?,nothing,[ERROR],False,365.0
